customer_id,account_id,current_balance,account_type,opening_date,account_status
814,814,6916.3,corrente,2025-03-27 10:10:29.464013,pendente
815,815,2640.22,corrente,2025-03-18 21:23:25.808012,bloqueada
816,816,7897.55,corrente,2025-01-16 01:28:28.291574,bloqueada
817,817,6925.62,poupança,2025-02-07 23:45:35.115694,pendente
818,818,2739.25,corrente,2025-02-11 05:35:16.856192,desbloqueada
819,819,266.82,corrente,2025-01-12 21:00:05.452832,pendente
820,820,10202.75,poupança,2025-01-29 06:58:27.143161,bloqueada
821,821,9695.8,poupança,2025-03-09 06:15:38.948579,bloqueada
822,822,12810.14,salário,2025-02-16 09:28:41.789287,desbloqueada
823,823,2525.0,poupança,2025-03-18 17:50:09.575167,pendente
824,824,10106.88,corrente,2025-03-05 22:16:45.910575,desbloqueada
825,825,11044.97,poupança,2025-03-08 12:33:36.450787,pendente
826,826,5636.59,corrente,2025-02-24 08:10:52.479467,desbloqueada
827,827,12737.83,corrente,2025-02-27 15:32:12.048239,desbloqueada
828,828,9105.79,corrente,2025-01-15 20:50:52.500545,bloqueada
829,829,13058.28,poupança,2025-03-05 20:58:29.421620,pendente
830,830,1510.87,corrente,2025-03-14 16:22:31.045243,pendente
831,831,5883.22,salário,2025-03-18 12:31:37.748627,pendente
832,832,6079.11,salário,2025-01-30 23:16:43.966869,desbloqueada
833,833,1892.36,poupança,2025-02-22 13:41:18.887245,bloqueada
834,834,12481.34,salário,2025-02-07 16:44:56.115547,desbloqueada
835,835,10388.87,salário,2025-02-22 00:02:33.969273,pendente
836,836,4128.27,poupança,2025-02-16 03:28:11.469213,desbloqueada
837,837,12706.98,salário,2025-02-17 21:12:52.770755,bloqueada
838,838,10790.05,salário,2025-02-10 12:55:56.514933,bloqueada
839,839,1951.73,corrente,2025-03-03 15:03:35.209398,pendente
840,840,4671.85,corrente,2025-04-10 14:27:53.586695,desbloqueada
841,841,4002.06,corrente,2025-03-09 10:54:00.288033,desbloqueada
842,842,6498.19,poupança,2025-03-05 15:41:01.430352,desbloqueada
843,843,6292.49,corrente,2025-01-17 01:08:20.285084,desbloqueada
844,844,6249.39,poupança,2025-03-25 07:36:25.126667,bloqueada
845,845,6716.61,poupança,2025-02-02 00:27:08.020508,desbloqueada
846,846,10153.97,poupança,2025-04-05 17:04:28.379763,pendente
847,847,5625.23,poupança,2025-01-20 05:10:54.689601,pendente
848,848,4036.15,corrente,2025-01-29 23:16:48.903133,pendente
849,849,5256.94,corrente,2025-01-25 01:58:52.368914,bloqueada
850,850,13612.65,corrente,2025-01-12 11:46:34.806346,desbloqueada
851,851,8830.2,poupança,2025-01-16 15:34:18.534720,pendente
852,852,11224.03,corrente,2025-03-13 09:36:18.176499,pendente
853,853,983.48,corrente,2025-02-08 08:26:11.080953,bloqueada
854,854,9531.79,poupança,2025-02-05 02:36:14.269057,desbloqueada
855,855,4324.11,poupança,2025-02-07 04:45:48.896302,desbloqueada
856,856,4356.43,salário,2025-03-29 14:23:48.588709,pendente
857,857,2461.15,poupança,2025-02-04 19:32:41.798550,pendente
858,858,11513.7,salário,2025-03-16 06:19:49.297007,desbloqueada
859,859,8808.08,salário,2025-03-07 20:12:00.476440,bloqueada
860,860,7679.0,salário,2025-03-23 14:05:14.444451,desbloqueada
861,861,676.77,salário,2025-04-18 07:00:55.878569,bloqueada
862,862,9997.69,corrente,2025-03-25 15:44:32.757809,desbloqueada
863,863,11360.38,poupança,2025-01-18 03:51:57.671803,bloqueada
864,864,85.36,poupança,2025-02-09 00:06:03.187200,pendente
865,865,7955.75,poupança,2025-01-05 15:27:08.297487,desbloqueada
866,866,13997.05,poupança,2025-01-05 10:50:44.300033,desbloqueada
867,867,762.04,corrente,2025-03-28 05:09:02.830968,bloqueada
868,868,3147.61,salário,2025-04-08 06:44:46.602490,bloqueada
869,869,8129.77,corrente,2025-01-16 06:49:47.298084,desbloqueada
870,870,8320.77,poupança,2025-01-08 21:21:32.902380,bloqueada
871,871,11842.85,salário,2025-02-17 12:02:50.258159,bloqueada
872,872,2241.74,corrente,2025-03-30 18:39:33.805951,pendente
873,873,4624.06,poupança,2025-01-17 00:24:55.738963,pendente
874,874,11310.42,poupança,2025-03-23 15:12:19.263581,pendente
875,875,14393.69,salário,2025-02-04 08:39:34.647489,bloqueada
876,876,14375.72,corrente,2025-03-03 19:19:36.850418,pendente
877,877,9783.79,poupança,2025-01-19 17:57:02.021240,pendente
878,878,12782.98,corrente,2025-01-10 02:04:06.508265,bloqueada
879,879,313.9,corrente,2025-01-06 06:40:58.796809,desbloqueada
880,880,11570.69,corrente,2025-03-29 14:40:39.679047,desbloqueada
881,881,13684.58,poupança,2025-01-03 11:20:20.333705,pendente
882,882,4525.38,salário,2025-01-29 02:03:23.006863,bloqueada
883,883,5379.85,corrente,2025-03-02 00:31:13.709221,bloqueada
884,884,12550.11,corrente,2025-02-25 08:47:24.873326,pendente
885,885,330.75,salário,2025-01-07 12:32:46.123080,bloqueada
886,886,8318.98,salário,2025-03-23 08:06:32.139158,desbloqueada
887,887,6567.44,corrente,2025-01-07 06:45:11.475169,bloqueada
888,888,948.65,poupança,2025-02-17 23:45:15.464301,desbloqueada
889,889,9973.78,salário,2025-03-31 02:51:42.441313,pendente
890,890,8052.06,salário,2025-02-21 20:14:22.459051,bloqueada
891,891,6585.9,poupança,2025-03-09 13:42:57.472110,desbloqueada
892,892,3497.27,salário,2025-03-25 15:18:55.700826,desbloqueada
893,893,1715.3,poupança,2025-03-19 08:18:57.179854,bloqueada
894,894,6187.95,corrente,2025-03-04 23:40:50.016327,desbloqueada
895,895,4793.38,poupança,2025-04-07 21:29:51.020867,pendente
896,896,5889.32,poupança,2025-02-11 23:30:40.612819,pendente
897,897,2498.0,corrente,2025-01-15 16:28:51.258641,pendente
898,898,12980.04,salário,2025-01-10 17:03:09.394598,desbloqueada
899,899,12680.83,salário,2025-01-07 00:09:09.082074,desbloqueada
900,900,12644.71,poupança,2025-02-11 19:24:06.218007,desbloqueada
901,901,5470.84,corrente,2025-01-31 00:56:56.217431,desbloqueada
902,902,1389.9,salário,2025-04-10 13:19:45.609570,desbloqueada
903,903,12223.41,salário,2025-04-14 18:07:38.759928,bloqueada
904,904,3243.48,corrente,2025-03-13 20:05:10.488837,bloqueada
905,905,12939.95,corrente,2025-01-17 12:53:54.359092,desbloqueada
906,906,1031.57,salário,2025-01-27 22:25:54.464937,desbloqueada
907,907,7130.33,poupança,2025-02-17 07:16:30.455897,pendente
908,908,7805.62,salário,2025-04-14 01:43:12.622544,desbloqueada
909,909,11654.0,corrente,2025-04-05 02:57:58.281489,pendente
910,910,555.42,corrente,2025-03-10 01:01:24.262707,bloqueada
911,911,23.91,salário,2025-02-09 05:02:20.727548,desbloqueada
912,912,10544.06,salário,2025-02-02 04:55:20.999016,bloqueada
913,913,11670.05,corrente,2025-04-03 18:11:37.299056,bloqueada
914,914,839.48,salário,2025-01-01 05:52:03.169178,pendente
915,915,3552.0,poupança,2025-03-15 10:08:46.380993,pendente
916,916,12818.49,salário,2025-04-05 08:51:02.505162,desbloqueada
917,917,3538.11,salário,2025-03-15 12:27:28.329101,pendente
918,918,13393.12,poupança,2025-01-10 16:44:59.647410,pendente
919,919,13350.85,poupança,2025-02-21 21:44:01.359396,pendente
920,920,13929.13,poupança,2025-03-25 19:02:23.290142,bloqueada
921,921,8746.71,corrente,2025-02-20 01:40:40.182180,desbloqueada
922,922,1516.21,corrente,2025-03-13 00:17:24.880474,pendente
923,923,13241.42,poupança,2025-04-14 01:48:44.368850,bloqueada
924,924,3036.3,poupança,2025-03-07 11:55:45.489488,pendente
925,925,6675.57,poupança,2025-01-17 18:54:56.666017,bloqueada
926,926,2750.97,poupança,2025-02-08 21:36:47.307858,pendente
927,927,13724.76,salário,2025-03-15 10:23:59.872292,pendente
928,928,4021.26,poupança,2025-02-09 11:20:29.898222,bloqueada
929,929,13237.91,corrente,2025-03-04 20:07:06.526628,desbloqueada
930,930,13961.29,salário,2025-02-25 10:33:03.787265,desbloqueada
931,931,12654.94,corrente,2025-02-16 13:08:01.564862,bloqueada
932,932,8711.94,poupança,2025-02-10 23:25:05.259494,bloqueada
933,933,5368.32,corrente,2025-02-21 02:58:32.291424,bloqueada
934,934,3799.2,salário,2025-01-04 01:52:06.343079,bloqueada
935,935,10830.16,corrente,2025-01-06 14:07:09.774599,desbloqueada
936,936,10747.3,corrente,2025-04-18 06:44:54.279073,bloqueada
937,937,13835.34,corrente,2025-04-02 15:19:06.796151,desbloqueada
938,938,258.49,poupança,2025-02-02 14:09:35.656926,bloqueada
939,939,2288.77,salário,2025-03-26 00:48:20.148345,pendente
940,940,10286.23,salário,2025-01-15 16:50:31.893294,desbloqueada
941,941,9293.32,poupança,2025-03-20 12:29:12.320602,pendente
942,942,10493.53,corrente,2025-02-09 19:32:05.897551,desbloqueada
943,943,6977.63,corrente,2025-03-08 19:10:33.218142,bloqueada
944,944,14803.97,poupança,2025-04-08 11:10:41.629646,pendente
945,945,12581.55,corrente,2025-03-23 15:32:46.778732,desbloqueada
946,946,2601.07,corrente,2025-02-28 04:32:46.285214,desbloqueada
947,947,5863.2,corrente,2025-01-02 14:16:08.339673,desbloqueada
948,948,11246.61,poupança,2025-01-12 01:18:34.571788,bloqueada
949,949,6071.54,corrente,2025-02-22 09:56:16.177317,pendente
950,950,1790.74,salário,2025-03-17 11:38:27.651781,bloqueada
951,951,9492.14,corrente,2025-03-03 00:38:59.113822,pendente
952,952,2585.96,salário,2025-01-02 18:47:41.505407,pendente
953,953,8688.45,poupança,2025-02-19 15:59:35.124404,pendente
954,954,5759.08,salário,2025-01-07 20:01:06.635863,bloqueada
955,955,7794.54,salário,2025-02-25 04:03:23.408256,pendente
956,956,10244.69,corrente,2025-03-02 18:35:21.600371,bloqueada
957,957,12965.9,poupança,2025-01-18 22:22:21.657883,bloqueada
958,958,4819.3,salário,2025-01-26 08:56:55.164805,bloqueada
959,959,12684.03,salário,2025-04-04 04:41:21.733116,desbloqueada
960,960,8055.22,corrente,2025-03-23 09:40:50.696771,bloqueada
961,961,11297.15,corrente,2025-04-09 20:55:56.069224,pendente
962,962,6111.4,salário,2025-04-13 05:27:45.053372,desbloqueada
963,963,10105.53,poupança,2025-03-11 03:19:41.825974,bloqueada
964,964,599.39,poupança,2025-03-14 12:14:48.574700,pendente
965,965,14713.17,corrente,2025-01-28 12:47:08.016178,desbloqueada
966,966,9613.01,salário,2025-01-23 17:20:41.212815,pendente
967,967,3733.99,poupança,2025-03-16 12:56:28.408469,bloqueada
968,968,9437.23,poupança,2025-02-10 04:15:45.998026,bloqueada
969,969,14585.95,poupança,2025-02-12 06:44:40.496504,desbloqueada
970,970,9133.19,corrente,2025-02-07 15:52:57.507576,pendente
971,971,1564.06,corrente,2025-03-23 15:54:01.336797,pendente
972,972,8999.34,salário,2025-01-05 21:35:11.654610,pendente
973,973,12272.35,corrente,2025-01-10 15:47:13.250410,bloqueada
974,974,9360.17,salário,2025-01-10 21:26:50.220005,desbloqueada
975,975,13782.12,salário,2025-02-11 12:25:20.777417,bloqueada
976,976,6981.45,poupança,2025-03-01 03:04:40.180660,bloqueada
977,977,5147.5,salário,2025-03-01 06:10:04.692116,bloqueada
978,978,3408.35,salário,2025-04-06 14:53:30.533519,desbloqueada
979,979,1403.39,salário,2025-02-07 09:22:36.136369,bloqueada
980,980,3735.72,salário,2025-03-18 12:34:31.742117,desbloqueada
981,981,13582.32,corrente,2025-01-23 15:01:13.061050,pendente
982,982,1933.65,salário,2025-04-06 01:59:36.432737,bloqueada
983,983,6994.46,salário,2025-01-23 01:53:46.360656,desbloqueada
984,984,8318.12,poupança,2025-01-18 17:35:16.747854,pendente
985,985,13618.26,salário,2025-03-10 05:55:24.931482,bloqueada
986,986,5007.22,corrente,2025-03-03 06:46:48.590380,pendente
987,987,14908.8,corrente,2025-01-02 02:09:58.940800,pendente
988,988,13109.85,corrente,2025-02-17 09:46:25.784383,desbloqueada
989,989,9871.54,corrente,2025-02-22 14:26:26.559620,desbloqueada
990,990,3482.72,poupança,2025-02-03 11:47:55.238684,bloqueada
991,991,1210.88,salário,2025-01-15 22:29:13.283193,desbloqueada
992,992,9788.85,corrente,2025-02-17 04:26:20.311918,pendente
993,993,5380.33,salário,2025-01-24 17:56:44.259161,bloqueada
994,994,8176.78,poupança,2025-01-07 08:56:36.287042,bloqueada
995,995,6586.93,corrente,2025-01-21 17:00:10.463061,desbloqueada
996,996,11306.79,salário,2025-01-12 10:10:48.545187,desbloqueada
997,997,14080.2,poupança,2025-02-11 14:09:59.349407,desbloqueada
998,998,13986.04,salário,2025-03-05 09:03:02.816675,pendente
999,999,13165.34,salário,2025-03-03 17:17:53.531466,pendente
