transation_id,account_id,recipient_id,amount,type,time_start,location,processed_at
5722,476,5027,409.44,transferência,16:11:07,Theresamouth,16:11:39
5723,4197,3967,2618.73,pagamento,23:29:34,Lake Danieltown,23:30:34
5724,4006,6776,2522.04,depósito,20:17:38,North Williamstad,20:18:20
5725,2385,9715,4989.54,transferência,09:32:01,West Pamelachester,09:32:42
5726,1525,4387,773.3,retirada,19:51:08,Reevesfurt,19:51:48
5727,8984,3642,4187.44,transferência,01:03:25,Williamsside,01:04:03
5728,1634,4441,1131.44,pagamento,22:19:56,Duncanhaven,22:20:53
5729,9600,5024,3973.58,pagamento,14:20:09,Riverachester,14:20:33
5730,155,9804,1589.59,transferência,11:31:18,Hernandezland,11:32:12
5731,6739,7117,2933.83,transferência,19:40:37,Kirbyport,19:40:58
5732,1654,4396,4868.05,pagamento,15:53:03,Shelleyland,15:53:27
5733,6607,9422,736.86,transferência,18:45:10,South Michaelton,18:46:06
5734,6333,8703,2213.28,depósito,09:23:52,North Paul,09:24:24
5735,7133,6889,1087.73,pagamento,07:39:32,Timothyburgh,07:39:37
5736,4985,3341,715.07,pagamento,05:29:08,Melissaport,05:29:26
5737,3660,5028,4970.34,retirada,11:11:57,Adamsfurt,11:12:26
5738,899,9538,976.16,retirada,11:38:51,Kimville,11:39:47
5739,9424,7924,3344.92,transferência,08:00:29,East Robertland,08:00:50
5740,8681,8433,272.59,transferência,15:21:07,North Troy,15:22:00
5741,7981,6272,4756.94,depósito,18:30:25,West Sandra,18:31:14
5742,8814,4810,3776.3,transferência,06:36:54,Port Whitney,06:37:41
5743,1227,3954,2060.2,depósito,00:48:50,Barnetthaven,00:49:15
5744,4100,9438,4909.86,retirada,02:24:07,Wilsonshire,02:24:37
5745,8966,6660,3000.78,retirada,08:01:50,East Emily,08:02:33
5746,3527,4363,2608.06,retirada,01:34:35,New Jennifer,01:34:41
5747,1499,2505,2886.61,pagamento,21:49:57,Yolandamouth,21:50:13
5748,9593,1880,1483.0,transferência,23:54:00,Goldenfurt,23:54:34
5749,4382,7206,2553.07,transferência,09:24:15,Paulbury,09:24:33
5750,1425,2871,4610.67,depósito,01:09:25,Kennethhaven,01:09:33
5751,6417,1209,289.8,retirada,19:34:05,New Jenniferhaven,19:34:33
5752,247,1148,134.55,retirada,01:42:27,East Joantown,01:42:41
5753,9041,8354,2617.82,pagamento,12:16:01,Sandersbury,12:16:45
5754,3968,2313,3206.2,transferência,07:21:22,Smithstad,07:22:18
5755,2729,8122,2045.87,pagamento,05:40:53,Bradland,05:41:42
5756,800,1366,3470.75,transferência,18:07:20,Alexandershire,18:07:41
5757,7451,4424,2699.97,pagamento,06:54:44,Smithberg,06:55:10
5758,8467,3569,2824.78,pagamento,18:16:14,Gregoryfort,18:16:36
5759,4203,3707,2500.28,pagamento,03:42:00,Port Lindafort,03:42:51
5760,1500,4446,1332.43,transferência,11:13:00,East Davidfort,11:13:26
5761,3698,1763,283.48,retirada,06:45:19,Jamesfurt,06:45:55
5762,9316,7827,3032.14,retirada,05:02:48,Colebury,05:02:53
5763,607,1483,3380.27,depósito,05:59:15,West Jenniferville,05:59:31
5764,873,3616,1896.95,pagamento,05:31:28,West Deborah,05:31:47
5765,9808,9181,2385.6,retirada,19:24:38,Combsville,19:25:16
5766,3931,4388,3352.52,pagamento,15:11:42,Harveystad,15:12:39
5767,4978,4048,633.91,transferência,16:30:32,East Bobstad,16:31:18
5768,5243,1167,410.43,retirada,20:39:53,Lynnside,20:40:53
5769,3444,7555,4492.0,retirada,10:58:16,Port Kristabury,10:59:12
5770,4225,3822,2232.63,transferência,04:44:49,Robertostad,04:45:09
5771,2620,7405,1917.41,pagamento,01:58:36,East Michaelhaven,01:59:33
5772,9750,4101,1663.66,pagamento,12:11:22,Ingramville,12:12:22
5773,121,9425,1520.23,transferência,11:44:01,Griffintown,11:44:44
5774,7461,3160,4277.93,retirada,00:27:26,Kingbury,00:28:01
5775,1844,3366,702.87,pagamento,00:53:16,New Lauren,00:53:43
5776,9802,3426,3660.41,retirada,04:18:46,New Anthony,04:19:31
5777,4724,9318,898.51,retirada,00:16:25,Nicholasfort,00:17:20
5778,9535,5423,2305.55,retirada,17:27:32,Ramirezbury,17:27:42
5779,5997,4243,1834.95,pagamento,00:00:00,Robertmouth,00:00:26
5780,1291,8418,4222.71,depósito,01:26:19,Port Michael,01:26:25
5781,7058,4219,4032.34,transferência,11:24:51,East Jeffreyburgh,11:25:28
5782,9697,5790,3917.97,depósito,03:48:07,East Jennifer,03:48:49
5783,3397,2697,4689.26,transferência,11:32:52,New Laurentown,11:33:24
5784,5605,4957,3723.22,transferência,19:02:47,Lake Jessica,19:02:56
5785,3630,1391,2453.58,retirada,08:20:29,Morenoview,08:20:45
5786,3920,7972,994.16,retirada,13:05:09,New Danielle,13:05:30
5787,7292,1856,1131.93,depósito,23:31:01,Frankville,23:31:48
5788,8177,9750,2756.72,pagamento,12:00:13,Benjaminbury,12:00:37
5789,7570,2210,4790.48,retirada,11:24:10,East Lauramouth,11:24:15
5790,6691,1341,3315.29,retirada,14:46:50,Sarahview,14:47:27
5791,6556,2420,4359.19,retirada,13:52:22,Jacksonview,13:53:16
5792,4151,1852,2814.54,depósito,18:15:52,East Crystalfurt,18:16:41
5793,4277,9241,4426.08,depósito,11:36:49,Port Cindy,11:37:07
5794,476,7897,3508.17,retirada,00:02:17,New Nancy,00:03:16
5795,5731,5005,868.48,transferência,12:47:48,Oliverhaven,12:48:46
5796,3883,8819,297.5,pagamento,01:29:28,Jonesfurt,01:29:52
5797,4123,1761,299.37,transferência,00:28:45,Markborough,00:28:53
5798,9986,3229,2773.5,transferência,06:53:04,Hollandfort,06:53:23
5799,2596,7487,3462.81,transferência,11:17:41,Port Leroy,11:18:00
5800,3087,8240,913.59,retirada,21:02:05,South Thomas,21:02:47
5801,329,1814,4567.83,depósito,07:42:28,Fordburgh,07:43:24
5802,8728,9448,717.41,retirada,19:58:03,East Michaelmouth,19:59:00
5803,8827,6841,4050.94,retirada,00:41:52,Brownhaven,00:42:07
5804,7394,5625,632.32,depósito,18:35:04,Tinashire,18:36:04
5805,4374,8236,2049.53,depósito,07:48:25,Hughesstad,07:48:32
5806,5190,6262,230.99,depósito,19:08:57,Kingchester,19:09:33
5807,7666,8770,2712.38,retirada,08:04:55,East Donald,08:05:12
5808,331,1615,4046.62,depósito,17:23:09,Lake Emilyfort,17:23:42
5809,6273,6334,2832.12,pagamento,22:58:27,New Wanda,22:59:17
5810,5934,9253,493.08,pagamento,06:11:26,Port Dorothyton,06:12:02
5811,815,9092,2354.21,pagamento,02:27:39,Port Robert,02:28:34
5812,8750,2510,1940.87,depósito,05:48:39,Pamelaville,05:49:33
5813,9426,1349,1587.46,depósito,08:45:31,Port Deannafurt,08:45:39
5814,3416,5701,4722.36,depósito,22:31:30,Lake William,22:32:09
5815,5401,1979,421.21,retirada,01:13:23,North Jessica,01:13:54
5816,5176,4774,1447.29,retirada,19:00:53,Robertsfurt,19:01:41
5817,7995,7739,547.68,transferência,02:48:40,Trevinofort,02:49:15
5818,4378,4209,1436.26,depósito,06:35:20,Stevensonhaven,06:35:42
5819,2557,4399,2480.93,transferência,15:11:26,Hallland,15:11:51
5820,1736,5624,2786.82,transferência,13:50:05,South Kyleborough,13:50:11
5821,8093,7588,3161.83,transferência,07:54:34,New Cherylfurt,07:54:39
5822,9686,1011,1296.54,depósito,18:49:28,North Charles,18:49:57
5823,9739,5127,1859.78,retirada,14:05:35,South Antonio,14:06:33
5824,3391,2352,2227.19,depósito,15:50:09,Gregorybury,15:51:04
5825,6898,9729,4260.57,retirada,11:21:28,Karinaberg,11:22:18
5826,9642,9033,2071.09,transferência,20:23:16,Natashaport,20:23:56
5827,7063,2618,1829.28,pagamento,01:53:38,Port Robinborough,01:54:36
5828,6094,8187,3319.91,pagamento,22:08:22,Edwinside,22:08:40
5829,4209,6920,982.35,depósito,19:06:25,Port Rebecca,19:06:50
5830,1252,8546,3078.85,transferência,18:13:12,East Stevenborough,18:13:21
5831,4716,7328,1146.98,retirada,02:11:31,North Vanessamouth,02:11:39
5832,2895,8865,1553.06,depósito,17:14:45,South Robert,17:15:10
5833,342,9063,3045.83,retirada,12:50:56,Lake Colleenmouth,12:51:37
5834,4118,5403,2776.39,retirada,06:02:39,Port Karenmouth,06:03:26
5835,7909,4827,729.09,transferência,09:08:39,East Kimberly,09:08:53
5836,6012,9106,4690.46,pagamento,11:05:44,Marcusmouth,11:06:28
5837,2208,8692,2407.78,depósito,02:38:01,West Thomas,02:38:47
5838,3954,7033,3417.13,transferência,10:57:46,Lisaburgh,10:58:33
5839,5528,4277,664.62,retirada,09:50:38,Jonathanland,09:51:02
5840,7016,7090,534.15,retirada,11:53:42,Kendraville,11:53:47
5841,6211,1082,608.16,transferência,09:08:11,Turnerside,09:08:56
5842,448,3032,2756.49,retirada,14:00:45,Port Stacy,14:01:14
5843,9145,8359,631.54,depósito,07:43:47,North Lisa,07:44:12
5844,3126,6935,4882.45,pagamento,10:55:53,Barronton,10:55:59
5845,5080,6966,2675.41,pagamento,04:41:38,Toddville,04:42:10
5846,4420,5658,2018.67,pagamento,11:13:29,Georgeport,11:13:52
5847,7992,6214,3212.49,transferência,20:21:02,North Rileyhaven,20:21:17
5848,2776,9746,1807.7,transferência,02:46:44,North Douglashaven,02:47:07
5849,4829,2852,1944.18,retirada,02:54:56,Richardmouth,02:55:22
5850,4554,2277,3637.82,depósito,01:12:37,Port Johnland,01:13:20
5851,5107,7460,889.85,retirada,01:37:27,Campbellburgh,01:38:03
5852,1800,8254,1798.15,retirada,08:28:11,North Stevenchester,08:28:21
5853,1984,5975,1661.07,depósito,05:16:13,South Michael,05:16:19
5854,283,6371,4371.11,transferência,21:30:06,Port Beth,21:30:51
5855,4761,4701,2706.22,pagamento,18:41:46,North Matthewview,18:42:04
5856,2653,8664,549.95,retirada,09:57:23,Ramireztown,09:58:19
5857,3234,4903,1889.63,pagamento,16:35:08,West Mollyshire,16:35:48
5858,720,3190,4307.93,pagamento,07:38:31,Lisashire,07:38:42
5859,6450,9682,1644.12,retirada,09:21:55,New Paul,09:22:18
5860,7424,7353,649.55,transferência,15:19:22,Maryfort,15:20:17
5861,3510,3257,4544.63,depósito,22:21:17,Jacobsborough,22:21:33
5862,6704,9181,737.54,depósito,06:45:37,Port Jose,06:46:05
5863,349,5529,2165.33,pagamento,23:51:58,Jacobburgh,23:52:55
5864,7433,6498,4034.79,depósito,10:55:42,West Ronaldshire,10:56:38
5865,3333,5270,2084.82,transferência,00:24:31,Carterhaven,00:25:14
5866,4314,9895,2233.0,depósito,23:38:39,Hernandezfort,23:38:48
5867,315,8958,4603.52,transferência,12:08:27,North Regina,12:09:14
5868,3601,7574,2494.56,retirada,02:28:07,Christopherbury,02:29:00
5869,2191,1900,2515.2,transferência,14:41:33,New Samuel,14:41:49
5870,4008,9439,3846.9,transferência,01:59:14,Colonberg,01:59:19
5871,9333,3384,3026.39,pagamento,17:52:09,Port Maryborough,17:53:00
5872,8589,3476,1070.04,transferência,00:12:39,South Brandonchester,00:13:09
5873,4553,2172,417.75,retirada,00:20:59,Port Scottland,00:21:36
5874,9644,5640,258.52,pagamento,13:00:12,Lake Donald,13:01:08
5875,434,8724,1793.86,depósito,18:48:10,Karenbury,18:48:34
5876,4548,3602,4727.27,depósito,01:47:05,South Derrickmouth,01:48:05
5877,5926,9143,2989.4,transferência,19:30:19,Lake Loriborough,19:31:19
5878,2496,8505,1152.19,pagamento,06:23:13,Ayalaland,06:23:18
5879,3130,6685,3032.67,depósito,02:44:21,Hunterburgh,02:44:30
5880,7228,2006,2947.51,pagamento,07:48:47,Joneschester,07:49:24
5881,7731,6360,2010.98,retirada,03:06:56,Grantberg,03:07:33
5882,8196,3514,4962.25,transferência,01:34:27,Hollyhaven,01:35:25
5883,8585,3835,813.64,pagamento,13:06:55,South Matthew,13:07:01
5884,5950,2711,1550.01,retirada,15:48:50,South Sara,15:49:12
5885,8938,4096,718.98,pagamento,20:56:11,North Kim,20:56:41
5886,3742,4411,333.09,depósito,19:43:48,Bethanyhaven,19:44:42
5887,3270,3528,3801.78,pagamento,01:58:37,West Charlesberg,01:59:19
5888,5084,8741,2078.45,depósito,02:45:42,Lake Brittanymouth,02:46:22
5889,6121,8676,2587.66,retirada,20:01:42,Amybury,20:02:37
5890,2996,3356,802.41,pagamento,16:54:21,Mariahshire,16:54:56
5891,8793,3458,3721.85,transferência,15:08:43,Samanthafort,15:09:30
5892,5008,2798,1330.39,pagamento,05:19:12,Welchside,05:19:21
5893,5128,9229,288.79,retirada,07:17:59,North Jeffrey,07:18:45
5894,6907,2369,3371.4,retirada,13:42:36,West Charles,13:43:23
5895,9496,1976,4474.84,pagamento,06:55:02,Sabrinashire,06:55:45
5896,5971,5099,2950.66,transferência,13:00:25,South Jasonborough,13:00:47
5897,4990,5667,837.89,transferência,06:59:45,Lamberthaven,07:00:22
5898,2677,1136,821.35,pagamento,17:24:36,North Courtney,17:24:45
5899,287,6493,1098.78,depósito,21:50:46,South Alison,21:51:23
5900,6937,7741,1646.98,pagamento,16:46:57,Greenmouth,16:47:14
5901,6861,1575,3590.72,retirada,04:48:41,Trevorbury,04:48:50
5902,1905,9002,79.29,retirada,18:08:51,Kathleenbury,18:09:35
5903,1792,1873,3117.23,retirada,07:16:05,East Jeremy,07:16:14
5904,6168,5797,3777.1,transferência,08:22:13,Adammouth,08:22:54
5905,3493,6611,2524.05,pagamento,18:06:00,South Timothymouth,18:06:41
5906,148,3662,2921.48,retirada,09:44:38,New Danachester,09:45:06
5907,7986,5517,174.22,transferência,07:47:37,Smithland,07:47:50
5908,5085,9832,1781.57,pagamento,10:04:29,Lake Timothy,10:05:04
5909,2023,1361,337.25,transferência,22:51:44,East Lisaton,22:52:35
5910,9013,2884,464.27,retirada,02:38:32,Lake Abigailville,02:39:28
5911,7965,4819,4064.16,depósito,07:37:16,Lake Josephland,07:37:46
5912,4259,9680,184.71,depósito,13:16:59,Port Andreashire,13:17:29
5913,696,5641,215.64,retirada,04:51:13,West Linda,04:52:08
5914,9885,4152,742.61,retirada,09:12:19,Zacharytown,09:12:35
5915,8665,8278,743.46,pagamento,17:29:19,Lake Dawn,17:29:25
5916,4194,7982,133.19,pagamento,02:38:49,Stewartbury,02:39:29
5917,9402,9487,2771.42,transferência,21:03:57,Johnshire,21:04:26
5918,9601,6038,1310.31,depósito,04:11:19,Christineton,04:12:16
5919,6109,9798,4333.49,transferência,08:18:09,South Nicholas,08:18:39
5920,679,8851,830.7,transferência,22:51:58,North Rachel,22:52:04
5921,7898,2801,468.45,depósito,04:33:41,Victoriaside,04:34:23
5922,3801,9185,1889.94,transferência,09:53:06,Melissafurt,09:53:33
5923,1146,5068,1352.79,retirada,17:00:03,Adamsfort,17:00:26
5924,9674,1960,3140.52,pagamento,22:08:44,Port Colleen,22:09:27
5925,7203,6747,3155.44,depósito,16:11:56,Lake Charles,16:12:51
5926,2909,7591,2234.44,retirada,12:58:28,Port Michelleville,12:58:42
5927,1217,6795,4184.2,transferência,23:08:49,New Krystal,23:09:23
5928,3954,3398,760.92,pagamento,00:18:19,Fernandezfurt,00:18:26
5929,6061,7490,3463.97,transferência,22:09:21,Tracyfurt,22:09:43
5930,1008,4425,4593.77,depósito,13:29:22,South Michaelstad,13:29:34
5931,4367,9361,4373.07,transferência,10:43:44,East Nicholas,10:44:15
5932,270,8723,1157.17,pagamento,07:25:48,Katelynview,07:26:03
5933,8295,3000,4912.13,transferência,14:51:47,Port Cynthiafurt,14:51:55
5934,4803,3106,3494.08,retirada,12:50:48,Chenland,12:51:34
5935,7257,9191,4892.11,pagamento,00:41:07,Angelshire,00:41:26
5936,4424,1468,229.82,retirada,05:08:28,North Jonathanshire,05:08:43
5937,9736,3425,1525.96,pagamento,14:27:49,Port Meganville,14:28:03
5938,1767,6596,1002.31,retirada,20:10:00,Sarahport,20:10:47
5939,1814,1963,3257.22,transferência,21:12:30,Hendersonside,21:13:01
5940,2571,8696,1382.5,pagamento,01:23:06,Thompsonbury,01:23:53
5941,3901,1030,3514.58,transferência,10:27:41,Port Ricardo,10:28:12
5942,8909,5357,218.23,pagamento,16:04:49,Vargashaven,16:05:34
5943,4684,1936,832.0,pagamento,17:19:59,Smithburgh,17:20:09
5944,1435,9671,139.52,transferência,01:38:27,Port Stevenberg,01:39:00
5945,817,8994,733.32,depósito,01:50:58,South Troy,01:51:58
5946,5014,9800,707.7,depósito,21:49:40,Andersonberg,21:49:59
5947,7897,1111,703.91,pagamento,09:40:25,Lake Brandon,09:41:16
5948,2935,5490,1326.31,depósito,15:38:00,Mahoneymouth,15:38:24
5949,8553,3865,3118.86,depósito,06:35:41,New Marilynland,06:36:18
5950,5709,3531,1498.29,transferência,03:23:22,North Margaret,03:23:46
5951,4970,6326,2519.93,pagamento,22:32:21,Cruzburgh,22:33:16
5952,9917,7744,4639.14,transferência,16:20:51,Jonathanmouth,16:21:33
5953,6055,5844,3088.29,retirada,18:54:27,South Amandashire,18:54:51
5954,7817,7935,4472.98,transferência,11:37:20,Sharonstad,11:38:17
5955,3527,6662,1405.12,pagamento,13:34:46,Alexanderberg,13:35:19
5956,7390,3976,779.97,transferência,16:59:40,New Kimberly,17:00:40
5957,4807,1617,3969.71,pagamento,04:25:28,Henryshire,04:25:47
5958,4322,8378,1355.16,retirada,13:27:48,Lake Danielfurt,13:28:06
5959,2916,5650,4247.15,depósito,16:03:38,Jenniferview,16:03:43
5960,8073,4619,2227.77,pagamento,07:08:21,South Wendyhaven,07:09:13
5961,5607,6905,103.61,transferência,19:56:40,Robertberg,19:57:16
5962,8519,6011,2701.23,depósito,06:41:05,Michaelstad,06:41:11
5963,5931,1559,2027.35,transferência,02:37:46,Kennedyburgh,02:38:02
5964,6535,8791,3339.75,transferência,04:24:43,Port Courtneystad,04:24:52
5965,5211,4242,2782.11,depósito,03:42:23,West Davidside,03:43:05
5966,4629,5563,4383.58,depósito,10:09:54,New Jasmine,10:10:11
5967,5518,4865,3980.19,depósito,04:00:50,New Carla,04:01:46
5968,1108,3516,1392.93,depósito,15:34:09,North Mike,15:35:02
5969,191,4515,4878.75,transferência,05:00:34,North James,05:00:54
5970,2824,4900,3608.46,pagamento,11:44:32,Bergberg,11:44:39
5971,8702,3479,2153.57,retirada,04:26:47,North Morgan,04:27:08
5972,8798,3070,1285.15,depósito,12:22:40,New Emilystad,12:23:29
5973,1026,2298,3665.88,pagamento,14:14:35,West Mary,14:15:10
5974,7339,8280,1226.63,pagamento,00:36:41,Simpsonchester,00:37:07
5975,5603,4331,122.27,retirada,10:08:35,Pacechester,10:08:49
5976,1141,6505,1684.1,transferência,17:16:45,New Victoriachester,17:17:04
5977,759,6534,2799.15,pagamento,09:56:27,North Brian,09:56:50
5978,7806,9901,350.11,pagamento,08:19:15,New Matthew,08:19:51
5979,7639,5567,3041.85,transferência,12:34:49,Brownville,12:35:45
5980,7076,5691,2196.38,retirada,22:15:18,Laurenburgh,22:15:35
5981,3754,8758,4761.14,pagamento,09:46:56,Obrienside,09:47:17
5982,5999,8170,3092.77,depósito,18:54:44,Ashleyside,18:55:38
5983,1238,9536,4222.03,transferência,18:08:45,East Stephanie,18:09:02
5984,3358,1629,2262.28,retirada,16:34:18,East Valerie,16:35:18
5985,9965,7493,110.94,retirada,16:35:35,East Jeremybury,16:36:18
5986,3280,4841,2375.7,retirada,14:54:46,Rodriguezhaven,14:54:56
5987,2819,1436,4251.18,depósito,18:31:41,South Courtneymouth,18:32:34
5988,5547,9449,2182.56,retirada,16:20:45,North Monica,16:21:02
5989,8512,6021,649.68,transferência,15:55:35,Vazquezburgh,15:55:48
5990,5213,6881,2799.2,pagamento,01:16:09,New Sharonborough,01:16:34
5991,4513,4969,3124.82,transferência,15:57:25,South Daniel,15:58:09
5992,3869,3793,244.48,pagamento,04:47:27,Brookefort,04:48:17
5993,6770,3966,1982.6,transferência,01:37:02,Lanebury,01:37:28
5994,6309,7171,1602.13,transferência,11:19:56,Kathrynstad,11:20:54
5995,1830,7886,2849.32,retirada,23:53:04,New Michaeltown,23:53:48
5996,704,4021,4087.75,pagamento,04:26:26,North Christian,04:26:48
5997,8700,4845,3617.1,retirada,22:34:56,Cherylburgh,22:35:23
5998,3760,7609,4716.99,pagamento,21:41:56,Gonzalezfurt,21:42:52
5999,1518,2345,2841.59,depósito,15:33:01,Jeffreystad,15:33:11
6000,9201,9372,3812.54,depósito,15:36:15,West Benjamin,15:36:58
6001,2973,6796,2953.62,transferência,12:09:03,East Scott,12:09:49
6002,7015,8260,4154.11,pagamento,04:14:49,Jasminefurt,04:14:54
6003,1378,3658,358.3,depósito,03:17:52,Jeanettefurt,03:18:50
6004,7335,9105,2600.79,transferência,23:23:02,North Kellyfurt,23:23:29
6005,9608,2064,4666.25,transferência,21:09:45,Shelbychester,21:10:29
6006,2823,3266,3240.61,pagamento,22:06:05,Catherinefort,22:06:22
6007,6285,9156,712.56,retirada,06:51:14,East Stephanie,06:51:40
6008,7533,9661,424.28,pagamento,07:47:21,Adammouth,07:47:54
6009,7674,8414,4950.77,depósito,12:04:32,Port Matthew,12:05:19
6010,9469,7272,3084.87,retirada,04:24:50,Christinaborough,04:25:09
6011,7712,9756,4365.72,retirada,04:16:53,New Jacob,04:17:00
6012,5468,6531,3333.92,pagamento,09:18:11,Port Stevenview,09:19:10
6013,8424,9089,1534.29,retirada,00:36:16,West Nancymouth,00:36:25
6014,5573,2953,3519.01,pagamento,00:20:41,West Shawnamouth,00:20:50
6015,6617,8710,4391.53,retirada,05:17:56,Gallegosfort,05:18:54
6016,1360,7380,736.73,depósito,05:46:40,Caseland,05:46:54
6017,1870,7412,1097.14,retirada,14:39:25,Port Joseshire,14:39:38
6018,1943,5300,3548.34,transferência,15:07:49,Johnsonmouth,15:08:08
6019,665,8612,2121.67,depósito,16:39:44,Josephburgh,16:40:16
6020,3871,4344,3637.61,retirada,14:29:55,Ericchester,14:30:14
6021,2669,9720,2003.1,depósito,03:33:05,Hudsonview,03:33:45
6022,3533,4249,4661.16,pagamento,10:40:02,East Jacqueline,10:40:33
6023,2073,5879,160.17,retirada,03:38:05,East Gary,03:38:37
6024,8667,2121,803.26,retirada,16:34:02,Stephenport,16:34:52
6025,9848,1397,3927.1,retirada,19:59:08,East Jeremy,19:59:53
6026,5691,6777,661.5,pagamento,02:38:27,Jeffreyside,02:38:46
6027,475,4078,745.66,pagamento,02:56:44,Reedberg,02:57:01
6028,8437,4068,2893.28,depósito,05:58:19,Zacharyview,05:59:10
6029,1681,6740,3902.63,retirada,17:56:46,Troyborough,17:57:26
6030,809,8243,1648.71,transferência,19:09:49,Abigailburgh,19:10:04
6031,8557,8368,4706.87,transferência,11:12:28,Jonchester,11:12:49
6032,2234,1047,3665.35,retirada,19:55:20,South Amanda,19:55:41
6033,4654,3974,32.63,depósito,20:57:33,Randyfort,20:57:50
6034,405,9472,4966.03,transferência,07:53:53,Josephview,07:54:49
6035,919,3956,1691.62,transferência,11:55:12,Lake William,11:55:33
6036,2730,5305,2237.72,transferência,13:00:36,Walterberg,13:00:48
6037,563,3679,4087.88,transferência,00:01:51,Garciabury,00:02:42
6038,6708,5029,2485.25,retirada,12:42:20,South David,12:43:17
6039,1319,6123,3156.28,retirada,08:03:02,South Lisa,08:03:32
6040,3631,4206,1342.69,transferência,07:44:32,Port Dawn,07:45:22
6041,3458,8477,1736.18,retirada,22:46:30,Cantumouth,22:46:59
6042,5331,2938,1446.96,depósito,18:45:39,East Bradleyton,18:46:05
6043,374,6724,3016.57,transferência,23:36:42,North Brittany,23:37:12
6044,6287,2368,1294.58,depósito,02:34:20,Richmondside,02:34:32
6045,6762,9163,4964.21,retirada,12:31:23,Jimmyberg,12:31:34
6046,1956,3443,442.86,depósito,01:26:21,Chapmanbury,01:27:21
6047,6145,3664,3397.08,depósito,07:28:29,Rodneyfurt,07:29:29
6048,4577,2433,498.97,depósito,12:53:13,New Kimberlyville,12:53:41
6049,2343,2536,3546.26,transferência,22:55:13,Johnmouth,22:56:05
6050,2072,9270,1606.06,depósito,08:39:34,South Juliaview,08:40:16
6051,5869,5666,4793.18,pagamento,17:38:11,Wilsonfort,17:38:42
6052,9864,3114,3908.99,pagamento,03:31:18,Townsendtown,03:31:24
6053,7416,7853,1425.74,transferência,13:03:38,Nathanberg,13:04:30
6054,5617,6658,2993.15,retirada,14:34:09,Port Caitlinport,14:34:34
6055,5592,5805,1911.98,transferência,16:37:55,Lake Grantmouth,16:38:11
6056,1782,3529,619.46,depósito,03:14:29,Lake Christinaport,03:15:15
6057,4828,6285,2468.81,transferência,16:10:35,Lake Bethmouth,16:11:10
6058,6928,9270,4114.02,retirada,17:26:44,Warnerport,17:27:26
6059,4856,2942,1060.43,depósito,11:03:46,Veronicaview,11:04:42
6060,1671,2284,4919.59,pagamento,02:53:42,East Mirandamouth,02:53:52
6061,9504,9798,555.83,transferência,08:15:34,Webbfort,08:16:16
6062,6528,9310,428.94,transferência,09:15:50,New Christineton,09:16:34
6063,9330,1455,3395.81,depósito,20:24:35,Port Benjaminmouth,20:24:54
6064,9852,8660,3876.1,retirada,12:50:43,East Eric,12:50:54
6065,1529,7350,1777.98,pagamento,22:58:06,North Judyton,22:58:40
6066,5858,6056,619.8,pagamento,01:16:14,West Justin,01:16:47
6067,1570,6792,1326.86,pagamento,08:01:09,South Michaelchester,08:01:49
6068,6578,2949,4660.1,transferência,21:29:48,West Leslieport,21:29:54
6069,9231,3185,1352.01,retirada,18:19:26,Wilsonton,18:20:24
6070,7737,4093,1805.25,pagamento,19:32:05,East Courtneyville,19:32:24
6071,5317,1934,4599.06,transferência,13:44:43,Fieldsville,13:45:34
6072,8354,2417,122.2,transferência,09:30:05,New Shaneland,09:30:54
6073,6107,9987,1278.97,retirada,21:43:50,Sherrishire,21:44:27
6074,4666,2432,4175.4,retirada,02:51:35,West Paul,02:52:02
6075,2944,4753,59.83,transferência,22:43:25,New Kathleen,22:43:40
6076,9543,3269,88.36,depósito,07:45:44,Johnsonborough,07:45:56
6077,8008,7561,1945.98,pagamento,18:09:49,Murphystad,18:10:04
6078,7124,8918,3038.42,depósito,21:28:04,East Lynn,21:28:52
6079,6603,9758,3408.52,depósito,09:42:21,Port Keith,09:43:03
6080,3449,2985,28.05,pagamento,19:11:39,South Lisa,19:11:46
6081,9273,9842,3486.2,pagamento,10:37:48,Kelleybury,10:38:32
6082,8964,6052,870.68,retirada,16:18:54,Crystalshire,16:19:33
6083,3479,2652,4678.33,pagamento,09:46:11,West Sandrahaven,09:46:25
6084,3541,7447,1168.57,transferência,01:53:44,Port Stephaniefort,01:54:34
6085,1350,8688,2132.37,depósito,23:29:25,Elizabethshire,23:30:00
6086,8385,3990,4290.12,pagamento,09:57:09,Port Leslie,09:57:52
6087,3793,9090,1405.84,transferência,23:00:56,Caitlinfort,23:01:39
6088,3375,8682,570.87,depósito,00:37:57,Johnsonbury,00:38:36
6089,9323,1176,4041.24,transferência,07:21:55,Reginabury,07:22:21
6090,8119,2123,1912.04,pagamento,05:39:14,Carrieside,05:39:44
6091,6535,7384,2360.39,depósito,07:09:35,Barneschester,07:09:54
6092,3053,8188,3676.46,pagamento,23:56:05,Wufort,23:56:28
6093,146,9167,320.59,pagamento,08:53:06,East Danielstad,08:54:04
6094,5864,3252,1276.1,transferência,21:38:16,Obrienfurt,21:38:22
6095,1011,5438,365.02,retirada,05:29:06,West Caitlin,05:29:39
6096,2116,4706,4660.36,retirada,20:35:24,West Wendy,20:35:43
6097,2140,6695,2525.0,depósito,01:17:03,East Codyfurt,01:17:21
6098,2499,3394,1833.9,depósito,05:51:32,West Rebecca,05:51:59
6099,5759,7182,559.04,transferência,06:24:40,Maureenport,06:25:01
